1788661279,64,48.79,2437,3003,96,0x0000000000000000,6480608
1788661284,64,48.46,2431,3003,96,0x0000000000000000,6485676
1788661289,65,48.62,2431,3003,92,0x0000000000000000,6201276
1788661294,67,55.45,2431,3003,96,0x0000000000000000,6218204
1788661348,53,19.72,2457,3003,96,0x0000000000000000,12868456
1788661353,53,19.67,2457,3003,96,0x0000000000000000,12367548
1788661358,52,14.11,2398,3003,0,0x0000000000000000,8742848
1788661363,59,46.78,2450,3003,96,0x0000000000000000,7886768
1788661368,60,46.41,2444,3003,96,0x0000000000000000,7895288
1788661373,61,49.86,2444,3003,96,0x0000000000000000,7901200
1788661378,62,50.19,2444,3003,96,0x0000000000000000,7881024
1788661383,62,50.85,2437,3003,96,0x0000000000000000,7768732
1788661388,63,49.01,2424,3003,96,0x0000000000000000,7561968
1788661393,65,50.14,2437,3003,96,0x0000000000000000,7221536
1788661398,66,56.79,2424,3003,96,0x0000000000000000,7185692
1788661404,65,50.55,2437,3003,96,0x0000000000000000,8641392
1788661409,65,50.30,2437,3003,96,0x0000000000000000,8637676
1788661414,66,53.65,2431,3003,96,0x0000000000000000,8618816
1788661419,66,51.65,2431,3003,96,0x0000000000000000,8558092
1788661424,67,52.54,2431,3003,96,0x0000000000000000,8352980
1788661429,67,51.21,2431,3003,96,0x0000000000000000,7984728
1788661434,67,52.59,2424,3003,96,0x0000000000000000,8211764
1788661439,66,46.44,2431,3003,96,0x0000000000000000,8398844
1788661444,60,16.07,2411,3003,0,0x0000000000000000,12289248
1788661449,59,15.93,2411,3003,0,0x0000000000000000,7266192
1788661454,58,15.72,2411,3003,0,0x0000000000000000,6658168
1788661459,61,31.82,2457,3003,96,0x0000000000000000,6633840
1788661465,61,32.06,2457,3003,96,0x0000000000000000,6608520
1788661470,62,33.94,2450,3003,96,0x0000000000000000,6616964
1788661475,62,34.26,2457,3003,96,0x0000000000000000,6630544
1788661480,62,36.07,2457,3003,96,0x0000000000000000,6597596
1788661485,62,26.07,2424,3003,96,0x0000000000000000,6578620
1788661491,63,38.14,2424,3003,96,0x0000000000000000,6626900
1788661496,63,37.11,2424,3003,96,0x0000000000000000,6582668
1788661501,64,41.58,2431,3003,96,0x0000000000000000,6548992
1788661506,65,44.45,2437,3003,96,0x0000000000000000,6505728
1788661511,65,45.85,2437,3003,96,0x0000000000000000,6505984
1788661517,67,49.29,2437,3003,96,0x0000000000000000,6447616
1788661522,66,49.42,2437,3003,96,0x0000000000000000,6449124
1788661527,66,48.73,2431,3003,96,0x0000000000000000,6476848
1788661532,61,26.46,2457,3003,0,0x0000000000000000,6598128
1788661537,64,35.37,2437,3003,96,0x0000000000000000,6558132
1788661542,63,34.62,2424,3003,96,0x0000000000000000,6561984
1788661547,63,34.71,2424,3003,96,0x0000000000000000,6610836
1788661553,63,35.04,2424,3003,96,0x0000000000000000,6597780
1788661558,64,40.23,2431,3003,96,0x0000000000000000,6569628
1788661563,64,40.19,2431,3003,96,0x0000000000000000,6597752
1788661568,65,41.09,2431,3003,96,0x0000000000000000,6583860
1788661573,65,40.68,2431,3003,96,0x0000000000000000,6601420
1788661578,65,42.47,2431,3003,96,0x0000000000000000,6552420
1788661583,65,41.34,2431,3003,96,0x0000000000000000,6553200
1788661589,65,44.89,2437,3003,96,0x0000000000000000,6434032
1788661594,65,42.55,2431,3003,96,0x0000000000000000,6495880
1788661599,66,47.51,2431,3003,96,0x0000000000000000,6285776
