1788649451,42,12.15,2398,3003,0,0x0000000000000000,12266932
1788649456,42,12.14,2398,3003,0,0x0000000000000000,11752936
1788649461,43,12.22,2398,3003,0,0x0000000000000000,8561592
1788649466,47,37.70,2431,3003,94,0x0000000000000000,6829936
1788649471,60,95.10,2444,3003,96,0x0000000000000000,6818808
1788649477,62,90.88,2431,3003,96,0x0000000000000000,6815764
1788649482,53,39.40,2418,3003,95,0x0000000000000000,6823624
1788649487,64,89.23,2424,3003,96,0x0000000000000000,6805760
1788649492,55,39.43,2418,3003,95,0x0000000000000000,6808052
1788649497,65,89.06,2424,3003,96,0x0000000000000000,6815340
1788649502,52,14.37,2398,3003,0,0x0000000000000000,12871748
1788649507,50,13.48,2398,3003,0,0x0000000000000000,12375904
1788649512,50,13.42,2398,3003,0,0x0000000000000000,8779292
1788649517,56,48.93,2450,3003,96,0x0000000000000000,8398192
1788649522,59,61.18,2450,3003,96,0x0000000000000000,8095764
1788649527,59,55.06,2444,3003,96,0x0000000000000000,8040760
1788649532,58,50.51,2444,3003,96,0x0000000000000000,8416308
1788649538,60,54.01,2444,3003,96,0x0000000000000000,7943968
1788649543,53,14.19,2398,3003,0,0x0000000000000000,12510736
1788649548,52,13.79,2398,3003,0,0x0000000000000000,12265572
1788649553,51,15.77,2405,3003,0,0x0000000000000000,8309880
1788649558,51,13.75,2398,3003,0,0x0000000000000000,8253144
1788649563,55,40.04,2418,3003,96,0x0000000000000000,8240968
1788649568,50,13.43,2398,3003,0,0x0000000000000000,8187336
1788649573,61,68.42,2457,3003,96,0x0000000000000000,8187588
1788649578,51,13.94,2398,3003,0,0x0000000000000000,8156564
1788649583,51,17.93,2476,3003,0,0x0000000000000000,8070056
1788649588,50,13.54,2398,3003,0,0x0000000000000000,12385292
1788649593,49,13.47,2398,3003,0,0x0000000000000000,7269788
1788649598,49,13.52,2405,3003,0,0x0000000000000000,6644792
1788649603,52,29.00,2463,3003,96,0x0000000000000000,6653936
1788649608,53,31.75,2463,3003,96,0x0000000000000000,6641636
1788649614,53,32.15,2457,3003,96,0x0000000000000000,6637432
1788649619,56,48.02,2457,3003,96,0x0000000000000000,6449408
1788649624,58,48.14,2457,3003,96,0x0000000000000000,6461656
1788649629,58,48.29,2457,3003,96,0x0000000000000000,6459488
1788649634,59,48.74,2450,3003,96,0x0000000000000000,6470320
1788649639,58,48.85,2450,3003,96,0x0000000000000000,6467708
1788649644,60,48.94,2450,3003,96,0x0000000000000000,6491628
1788649650,56,31.83,2444,3003,96,0x0000000000000000,6631992
1788649655,57,32.95,2431,3003,96,0x0000000000000000,6616952
1788649660,56,33.13,2431,3003,96,0x0000000000000000,6611756
1788649665,56,25.61,2411,3003,17,0x0000000000000000,6443004
1788649670,58,41.73,2450,3003,96,0x0000000000000000,6469096
1788649675,60,47.16,2450,3003,96,0x0000000000000000,6272720
1788649680,60,47.66,2450,3003,96,0x0000000000000000,6284664
1788649686,61,47.79,2450,3003,96,0x0000000000000000,6276704
1788649691,58,32.55,2444,3003,96,0x0000000000000000,6623328
1788649696,58,32.66,2450,3003,96,0x0000000000000000,6622584
1788649701,58,32.76,2444,3003,96,0x0000000000000000,6617604
1788649706,60,41.61,2450,3003,96,0x0000000000000000,6429396
1788649711,60,43.98,2450,3003,96,0x0000000000000000,6435836
1788649717,62,47.92,2444,3003,96,0x0000000000000000,6439652
1788649722,62,48.00,2450,3003,96,0x0000000000000000,6442604
1788649727,56,15.19,2411,3003,0,0x0000000000000000,12481660
1788649732,55,15.20,2411,3003,0,0x0000000000000000,12186444
1788649737,54,15.90,2411,3003,0,0x0000000000000000,1054396
1788649744,64,59.99,2437,3003,96,0x0000000000000000,7658880
1788649749,68,80.13,2431,3003,96,0x0000000000000000,7639756
1788649754,55,15.02,2411,3003,0,0x0000000000000000,13885736
1788649759,54,15.21,2411,3003,5,0x0000000000000000,12384280
1788649764,59,40.65,2457,3003,85,0x0000000000000000,9465776
1788649769,60,46.98,2444,3003,96,0x0000000000000000,9227472
1788649775,61,50.29,2450,3003,96,0x0000000000000000,9220964
1788649780,55,15.08,2411,3003,0,0x0000000000000000,13780580
1788649785,56,17.16,2418,3003,3,0x0000000000000000,11799152
1788649790,53,14.79,2411,3003,0,0x0000000000000000,8891104
1788649795,53,14.56,2405,3003,0,0x0000000000000000,8496872
1788649800,53,14.79,2411,3003,0,0x0000000000000000,8541724
1788649805,60,57.49,2437,3003,96,0x0000000000000000,8570628
1788649810,54,14.87,2411,3003,0,0x0000000000000000,13643356
1788649815,53,14.71,2411,3003,0,0x0000000000000000,13414648
1788649820,52,14.28,2398,3003,0,0x0000000000000000,7235416
1788649825,55,30.20,2450,3003,96,0x0000000000000000,7271080
1788649830,56,33.06,2457,3003,96,0x0000000000000000,7286192
1788649835,56,33.07,2450,3003,96,0x0000000000000000,7342616
1788649841,58,42.19,2444,3003,96,0x0000000000000000,7230764
1788649846,59,42.27,2444,3003,96,0x0000000000000000,7262692
1788649851,60,45.67,2450,3003,96,0x0000000000000000,7265480
1788649856,60,45.85,2444,3003,96,0x0000000000000000,7299548
